Record Date,Country - Currency Description,Exchange Rate,Effective Date,ISO Currency Code
2023-12-31,Western Samoa-Tala,2.653,2023-12-31,WST
2023-12-31,Yemen-Rial,528.0,2023-12-31,YER
2023-12-31,Zambia-New Kwacha,25.71,2023-12-31,ZMW
2023-12-31,Zimbabwe-Rtgs,5801.47,2023-12-31,ZWL
2023-12-31,Zimbabwe-Rtgs,8123.33,2024-01-12,ZWL
2023-09-30,Afghanistan-Afghani,77.86,2023-09-30,AFN
2023-09-30,Afghanistan-Afghani,69.39,2023-11-30,AFN
2023-09-30,Albania-Lek,100.05,2023-09-30,ALL
2023-09-30,Algeria-Dinar,137.067,2023-09-30,DZD
2023-09-30,Angola-Kwanza,830.0,2023-09-30,AOA
2023-09-30,Antigua & Barbuda-East Caribbean Dollar,2.7,2023-09-30,XCD
2023-09-30,Argentina-Peso,365.5,2023-09-30,ARS
2023-09-30,Argentina-Peso,820.62,2023-12-15,ARS
2023-09-30,Armenia-Dram,390.0,2023-09-30,AMD
2023-09-30,Australia-Dollar,1.542,2023-09-30,AUD
2023-09-30,Azerbaijan-Manat,1.7,2023-09-30,AZN
2023-09-30,Bahamas-Dollar,1.0,2023-09-30,BSD
2023-09-30,Bahrain-Dinar,0.377,2023-09-30,BHD
2023-09-30,Bangladesh-Taka,110.0,2023-09-30,BDT
2023-09-30,Barbados-Dollar,2.02,2023-09-30,BBD
2023-09-30,Belarus-New Ruble,3.264,2023-09-30,BYN
2023-09-30,Belize-Dollar,2.0,2023-09-30,BZD
2023-09-30,Benin-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Bermuda-Dollar,1.0,2023-09-30,BMD
2023-09-30,Bolivia-Boliviano,6.86,2023-09-30,BOB
2023-09-30,Bosnia-Marka,1.846,2023-09-30,BAM
2023-09-30,Botswana-Pula,13.643,2023-09-30,BWP
2023-09-30,Brazil-Real,5.033,2023-09-30,BRL
2023-09-30,Brunei-Dollar,1.363,2023-09-30,BND
2023-09-30,Bulgaria-Lev New,1.846,2023-09-30,BGN
2023-09-30,Burkina Faso-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Burundi-Franc,2841.65,2023-09-30,BIF
2023-09-30,Cambodia-Riel,4051.0,2023-09-30,KHR
2023-09-30,Cameroon-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Canada-Dollar,1.343,2023-09-30,CAD
2023-09-30,Cape Verde-Escudo,104.03,2023-09-30,CVE
2023-09-30,Cayman Islands-Dollar,0.82,2023-09-30,KYD
2023-09-30,Central African Republic-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Chad-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Chile-Peso,902.65,2023-09-30,CLP
2023-09-30,China-Renminbi,7.301,2023-09-30,CNY
2023-09-30,Colombia-Peso,4074.2,2023-09-30,COP
2023-09-30,Comoros-Franc,467.04,2023-09-30,KMF
2023-09-30,Congo-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Costa Rica-Colon,528.75,2023-09-30,CRC
2023-09-30,Cote D'Ivoire-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Cuba-Chavito,1.0,2023-09-30,CUC
2023-09-30,Cuba-Peso,24.0,2023-09-30,CUP
2023-09-30,Czech Republic-Koruna,22.389,2023-09-30,CZK
2023-09-30,Democratic Republic Of Congo-Congolese Franc,2477.0,2023-09-30,CDF
2023-09-30,Denmark-Krone,7.038,2023-09-30,DKK
2023-09-30,Djibouti-Franc,177.0,2023-09-30,DJF
2023-09-30,Dominican Republic-Peso,56.58,2023-09-30,DOP
2023-09-30,Ecuador-Dolares,1.0,2023-09-30,USD
2023-09-30,Egypt-Pound,30.85,2023-09-30,EGP
2023-09-30,El Salvador-Dollar,1.0,2023-09-30,USD
2023-09-30,Equatorial Guinea-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Eritrea-Nakfa,15.0,2023-09-30,ERN
2023-09-30,Eswatini-Lilangeni,18.864,2023-09-30,SZL
2023-09-30,Ethiopia-Birr,55.222,2023-09-30,ETB
2023-09-30,Euro Zone-Euro,0.944,2023-09-30,EUR
2023-09-30,Fiji-Dollar,2.251,2023-09-30,FJD
2023-09-30,Gabon-Cfa Franc,618.94,2023-09-30,XAF
2023-09-30,Gambia-Dalasi,61.0,2023-09-30,GMD
2023-09-30,Georgia-Lari,2.65,2023-09-30,GEL
2023-09-30,Ghana-Cedi,11.57,2023-09-30,GHS
2023-09-30,Grenada-East Caribbean Dollar,2.7,2023-09-30,XCD
2023-09-30,Guatemala-Quetzal,7.85,2023-09-30,GTQ
2023-09-30,Guinea Bissau-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Guinea-Franc,8485.0,2023-09-30,GNF
2023-09-30,Guyana-Dollar,215.0,2023-09-30,GYD
2023-09-30,Haiti-Gourde,134.019,2023-09-30,HTG
2023-09-30,Honduras-Lempira,24.612,2023-09-30,HNL
2023-09-30,Hong Kong-Dollar,7.831,2023-09-30,HKD
2023-09-30,Hungary-Forint,367.93,2023-09-30,HUF
2023-09-30,Iceland-Krona,136.6,2023-09-30,ISK
2023-09-30,India-Rupee,83.071,2023-09-30,INR
2023-09-30,Indonesia-Rupiah,15471.6,2023-09-30,IDR
2023-09-30,Iran-Rial,42000.0,2023-09-30,IRR
2023-09-30,Iraq-Dinar,1308.6,2023-09-30,IQD
2023-09-30,Israel-Shekel,3.822,2023-09-30,ILS
2023-09-30,Jamaica-Dollar,154.0,2023-09-30,JMD
2023-09-30,Japan-Yen,149.2,2023-09-30,JPY
2023-09-30,Jordan-Dinar,0.708,2023-09-30,JOD
2023-09-30,Kazakhstan-Tenge,477.55,2023-09-30,KZT
2023-09-30,Kenya-Shilling,148.2,2023-09-30,KES
2023-09-30,Korea-Won,1344.07,2023-09-30,KRW
2023-09-30,Kuwait-Dinar,0.309,2023-09-30,KWD
2023-09-30,Kyrgyzstan-Som,88.71,2023-09-30,KGS
2023-09-30,Laos-Kip,20322.0,2023-09-30,LAK
2023-09-30,Lebanon-Pound,15000.0,2023-09-30,LBP
2023-09-30,Lesotho-Maloti,18.864,2023-09-30,LSL
2023-09-30,Liberia-Dollar,187.0,2023-09-30,LRD
2023-09-30,Libya-Dinar,4.877,2023-09-30,LYD
2023-09-30,Madagascar-Ariary,4468.0,2023-09-30,MGA
2023-09-30,Malawi-Kwacha,1115.72,2023-09-30,MWK
2023-09-30,Malawi-Kwacha,1700.0,2023-11-15,MWK
2023-09-30,Malaysia-Ringgit,4.694,2023-09-30,MYR
2023-09-30,Maldives-Rufiyaa,15.42,2023-09-30,MVR
2023-09-30,Mali-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Marshall Islands-U.S. Dollar,1.0,2023-09-30,USD
2023-09-30,Mauritania-Ouguiya,38.15,2023-09-30,MRU
2023-09-30,Mauritius-Rupee,44.32,2023-09-30,MUR
2023-09-30,Mexico-Peso,17.471,2023-09-30,MXN
2023-09-30,Micronesia-U.S. Dollar,1.0,2023-09-30,USD
2023-09-30,Moldova-Leu,18.15,2023-09-30,MDL
2023-09-30,Mongolia-Tugrik,3459.36,2023-09-30,MNT
2023-09-30,Morocco-Dirham,10.267,2023-09-30,MAD
2023-09-30,Mozambique-Metical,63.25,2023-09-30,MZN
2023-09-30,Myanmar-Kyat,2930.0,2023-09-30,MMK
2023-09-30,Myanmar-Kyat,3318.0,2023-12-15,MMK
2023-09-30,Namibia-Dollar,18.864,2023-09-30,NAD
2023-09-30,Nepal-Rupee,132.9,2023-09-30,NPR
2023-09-30,Netherlands Antilles-Guilder,1.78,2023-09-30,ANG
2023-09-30,New Zealand-Dollar,1.658,2023-09-30,NZD
2023-09-30,Nicaragua-Cordoba,36.5,2023-09-30,NIO
2023-09-30,Niger-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Nigeria-Naira,777.6,2023-09-30,NGN
2023-09-30,Nigeria-Naira,898.0,2023-12-15,NGN
2023-09-30,Norway-Krone,10.623,2023-09-30,NOK
2023-09-30,Oman-Rial,0.385,2023-09-30,OMR
2023-09-30,Pakistan-Rupee,288.3,2023-09-30,PKR
2023-09-30,Palau-Dollar,1.0,2023-09-30,USD
2023-09-30,Panama-Dolares,1.0,2023-09-30,USD
2023-09-30,Papua New Guinea-Kina,3.54,2023-09-30,PGK
2023-09-30,Paraguay-Guarani,7288.81,2023-09-30,PYG
2023-09-30,Peru-Sol,3.772,2023-09-30,PEN
2023-09-30,Philippines-Peso,56.615,2023-09-30,PHP
2023-09-30,Poland-Zloty,4.368,2023-09-30,PLN
2023-09-30,Qatar-Riyal,3.645,2023-09-30,QAR
2023-09-30,Republic Of North Macedonia-Denar,57.82,2023-09-30,MKD
2023-09-30,Romania-New Leu,4.691,2023-09-30,RON
2023-09-30,Russia-Ruble,97.675,2023-09-30,RUB
2023-09-30,Rwanda-Franc,1200.0,2023-09-30,RWF
2023-09-30,Sao Tome & Principe-New Dobras,23.103,2023-09-30,STN
2023-09-30,Saudi Arabia-Riyal,3.75,2023-09-30,SAR
2023-09-30,Senegal-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Serbia-Dinar,110.45,2023-09-30,RSD
2023-09-30,Seychelles-Rupee,13.62,2023-09-30,SCR
2023-09-30,Sierra Leone-Leone,22.35,2023-09-30,SLE
2023-09-30,Sierra Leone-Old Leone,21.4,2023-09-30,SLL
2023-09-30,Singapore-Dollar,1.363,2023-09-30,SGD
2023-09-30,Solomon Islands-Dollar,8.13,2023-09-30,SBD
2023-09-30,Somali-Shilling,568.0,2023-09-30,SOS
2023-09-30,South Africa-Rand,18.864,2023-09-30,ZAR
2023-09-30,South Sudan-Sudanese Pound,1013.0,2023-09-30,SSP
2023-09-30,Sri Lanka-Rupee,323.75,2023-09-30,LKR
2023-09-30,St. Lucia-East Caribbean Dollar,2.7,2023-09-30,XCD
2023-09-30,Sudan-Pound,635.0,2023-09-30,SDG
2023-09-30,Sudan-Pound,725.0,2023-10-31,SDG
2023-09-30,Suriname-Dollar,38.022,2023-09-30,SRD
2023-09-30,Sweden-Krona,10.881,2023-09-30,SEK
2023-09-30,Switzerland-Franc,0.913,2023-09-30,CHF
2023-09-30,Syria-Pound,8585.0,2023-09-30,SYP
2023-09-30,Taiwan-Dollar,32.165,2023-09-30,TWD
2023-09-30,Tajikistan-Somoni,10.97,2023-09-30,TJS
2023-09-30,Tanzania-Shilling,2500.0,2023-09-30,TZS
2023-09-30,Thailand-Baht,36.5,2023-09-30,THB
2023-09-30,Timor-Leste-Dili,1.0,2023-09-30,USD
2023-09-30,Togo-Cfa Franc,615.0,2023-09-30,XOF
2023-09-30,Tonga-Pa'Anga,2.315,2023-09-30,TOP
2023-09-30,Trinidad & Tobago-Dollar,6.747,2023-09-30,TTD
2023-09-30,Tunisia-Dinar,3.166,2023-09-30,TND
2023-09-30,Turkey-New Lira,27.427,2023-09-30,TRY
2023-09-30,Turkmenistan-New Manat,3.491,2023-09-30,TMT
2023-09-30,Uganda-Shilling,3750.0,2023-09-30,UGX
2023-09-30,Ukraine-Hryvnia,36.929,2023-09-30,UAH
2023-09-30,United Arab Emirates-Dirham,3.673,2023-09-30,AED
2023-09-30,United Kingdom-Pound,0.816,2023-09-30,GBP
2023-09-30,Uruguay-Peso,38.45,2023-09-30,UYU
2023-09-30,Uzbekistan-Som,12175.72,2023-09-30,UZS
2023-09-30,Vanuatu-Vatu,119.88,2023-09-30,VUV
2023-09-30,Venezuela-Bolivar Soberano,34.215,2023-09-30,VES
2023-09-30,Venezuela-Fuerte,248832.0,2023-09-30,VEF
2023-09-30,Vietnam-Dong,24280.0,2023-09-30,VND
2023-09-30,Western Samoa-Tala,2.682,2023-09-30,WST
2023-09-30,Yemen-Rial,528.0,2023-09-30,YER
2023-09-30,Zambia-New Kwacha,20.9,2023-09-30,ZMW
2023-09-30,Zambia-New Kwacha,23.0,2023-11-15,ZMW
2023-09-30,Zimbabwe-Rtgs,5466.75,2023-09-30,ZWL
2023-06-30,Afghanistan-Afghani,85.95,2023-06-30,AFN
2023-06-30,Albania-Lek,97.55,2023-06-30,ALL
2023-06-30,Algeria-Dinar,135.657,2023-06-30,DZD
2023-06-30,Angola-Kwanza,825.0,2023-06-30,AOA
2023-06-30,Antigua & Barbuda-East Caribbean Dollar,2.7,2023-06-30,XCD
2023-06-30,Argentina-Peso,266.0,2023-06-30,ARS
2023-06-30,Argentina-Peso,365.5,2023-08-15,ARS
2023-06-30,Armenia-Dram,390.0,2023-06-30,AMD
2023-06-30,Australia-Dollar,1.509,2023-06-30,AUD
2023-06-30,Azerbaijan-Manat,1.7,2023-06-30,AZN
2023-06-30,Bahamas-Dollar,1.0,2023-06-30,BSD
2023-06-30,Bahrain-Dinar,0.377,2023-06-30,BHD
2023-06-30,Bangladesh-Taka,108.0,2023-06-30,BDT
2023-06-30,Barbados-Dollar,2.02,2023-06-30,BBD
2023-06-30,Belarus-New Ruble,2.933,2023-06-30,BYN
2023-06-30,Belarus-New Ruble,3.265,2023-08-15,BYN
2023-06-30,Belize-Dollar,2.0,2023-06-30,BZD
2023-06-30,Benin-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Bermuda-Dollar,1.0,2023-06-30,BMD
2023-06-30,Bolivia-Boliviano,6.86,2023-06-30,BOB
2023-06-30,Bosnia-Marka,1.799,2023-06-30,BAM
2023-06-30,Botswana-Pula,13.514,2023-06-30,BWP
2023-06-30,Brazil-Real,4.858,2023-06-30,BRL
2023-06-30,Brunei-Dollar,1.356,2023-06-30,BND
2023-06-30,Bulgaria-Lev New,1.8,2023-06-30,BGN
2023-06-30,Burkina Faso-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Burundi-Franc,2826.27,2023-06-30,BIF
2023-06-30,Cambodia-Riel,4051.0,2023-06-30,KHR
2023-06-30,Cameroon-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Canada-Dollar,1.326,2023-06-30,CAD
2023-06-30,Cape Verde-Escudo,101.47,2023-06-30,CVE
2023-06-30,Cayman Islands-Dollar,0.82,2023-06-30,KYD
2023-06-30,Central African Republic-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Chad-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Chile-Peso,802.37,2023-06-30,CLP
2023-06-30,Chile-Peso,887.6,2023-09-15,CLP
2023-06-30,China-Renminbi,7.268,2023-06-30,CNY
2023-06-30,Colombia-Peso,4171.72,2023-06-30,COP
2023-06-30,Comoros-Franc,452.44,2023-06-30,KMF
2023-06-30,Congo-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Costa Rica-Colon,541.9,2023-06-30,CRC
2023-06-30,Cote D'Ivoire-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Cuba-Chavito,1.0,2023-06-30,CUC
2023-06-30,Cuba-Peso,24.0,2023-06-30,CUP
2023-06-30,Cyprus-Euro,0.92,2023-06-30,EUR
2023-06-30,Czech Republic-Koruna,21.245,2023-06-30,CZK
2023-06-30,Democratic Republic Of Congo-Congolese Franc,2383.0,2023-06-30,CDF
2023-06-30,Denmark-Krone,6.854,2023-06-30,DKK
2023-06-30,Djibouti-Franc,177.0,2023-06-30,DJF
2023-06-30,Dominican Republic-Peso,55.03,2023-06-30,DOP
2023-06-30,Ecuador-Dolares,1.0,2023-06-30,USD
2023-06-30,Egypt-Pound,30.85,2023-06-30,EGP
2023-06-30,El Salvador-Dollar,1.0,2023-06-30,USD
2023-06-30,Equatorial Guinea-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Eritrea-Nakfa,15.0,2023-06-30,ERN
2023-06-30,Eswatini-Lilangeni,18.936,2023-06-30,SZL
2023-06-30,Ethiopia-Birr,54.594,2023-06-30,ETB
2023-06-30,Euro Zone-Euro,0.92,2023-06-30,EUR
2023-06-30,Fiji-Dollar,2.205,2023-06-30,FJD
2023-06-30,Gabon-Cfa Franc,603.57,2023-06-30,XAF
2023-06-30,Gambia-Dalasi,60.0,2023-06-30,GMD
2023-06-30,Georgia-Lari,2.585,2023-06-30,GEL
2023-06-30,Ghana-Cedi,11.0,2023-06-30,GHS
2023-06-30,Grenada-East Caribbean Dollar,2.7,2023-06-30,XCD
2023-06-30,Guatemala-Quetzal,7.835,2023-06-30,GTQ
2023-06-30,Guinea Bissau-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Guinea-Franc,8511.0,2023-06-30,GNF
2023-06-30,Guyana-Dollar,215.0,2023-06-30,GYD
2023-06-30,Haiti-Gourde,138.251,2023-06-30,HTG
2023-06-30,Honduras-Lempira,24.566,2023-06-30,HNL
2023-06-30,Hong Kong-Dollar,7.837,2023-06-30,HKD
2023-06-30,Hungary-Forint,342.15,2023-06-30,HUF
2023-06-30,Iceland-Krona,136.67,2023-06-30,ISK
2023-06-30,India-Rupee,82.086,2023-06-30,INR
2023-06-30,Indonesia-Rupiah,14957.53,2023-06-30,IDR
2023-06-30,Iran-Rial,42000.0,2023-06-30,IRR
2023-06-30,Iraq-Dinar,1309.0,2023-06-30,IQD
2023-06-30,Israel-Shekel,3.725,2023-06-30,ILS
2023-06-30,Jamaica-Dollar,154.0,2023-06-30,JMD
2023-06-30,Japan-Yen,144.62,2023-06-30,JPY
2023-06-30,Jordan-Dinar,0.708,2023-06-30,JOD
2023-06-30,Kazakhstan-Tenge,450.33,2023-06-30,KZT
2023-06-30,Kenya-Shilling,140.55,2023-06-30,KES
2023-06-30,Korea-Won,1321.19,2023-06-30,KRW
2023-06-30,Kuwait-Dinar,0.308,2023-06-30,KWD
2023-06-30,Kyrgyzstan-Som,87.227,2023-06-30,KGS
2023-06-30,Laos-Kip,19034.0,2023-06-30,LAK
2023-06-30,Lebanon-Pound,15000.0,2023-06-30,LBP
2023-06-30,Lesotho-Maloti,18.936,2023-06-30,LSL
2023-06-30,Liberia-Dollar,182.0,2023-06-30,LRD
2023-06-30,Libya-Dinar,4.778,2023-06-30,LYD
2023-06-30,Madagascar-Ariary,4400.0,2023-06-30,MGA
2023-06-30,Malawi-Kwacha,1053.43,2023-06-30,MWK
2023-06-30,Malaysia-Ringgit,4.665,2023-06-30,MYR
2023-06-30,Maldives-Rufiyaa,15.42,2023-06-30,MVR
2023-06-30,Mali-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Marshall Islands-U.S. Dollar,1.0,2023-06-30,USD
2023-06-30,Mauritania-Ouguiya,34.38,2023-06-30,MRU
2023-06-30,Mauritania-Ouguiya,37.88,2023-07-31,MRU
2023-06-30,Mauritius-Rupee,45.4,2023-06-30,MUR
2023-06-30,Mexico-Peso,17.077,2023-06-30,MXN
2023-06-30,Micronesia-U.S. Dollar,1.0,2023-06-30,USD
2023-06-30,Moldova-Leu,18.25,2023-06-30,MDL
2023-06-30,Mongolia-Tugrik,3432.51,2023-06-30,MNT
2023-06-30,Morocco-Dirham,9.895,2023-06-30,MAD
2023-06-30,Mozambique-Metical,63.25,2023-06-30,MZN
2023-06-30,Myanmar-Kyat,2100.0,2023-06-30,MMK
2023-06-30,Myanmar-Kyat,2918.0,2023-08-15,MMK
2023-06-30,Namibia-Dollar,18.936,2023-06-30,NAD
2023-06-30,Nepal-Rupee,131.0,2023-06-30,NPR
2023-06-30,Netherlands Antilles-Guilder,1.78,2023-06-30,ANG
2023-06-30,New Zealand-Dollar,1.643,2023-06-30,NZD
2023-06-30,Nicaragua-Cordoba,36.4,2023-06-30,NIO
2023-06-30,Niger-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Nigeria-Naira,765.0,2023-06-30,NGN
2023-06-30,Norway-Krone,10.769,2023-06-30,NOK
2023-06-30,Oman-Rial,0.385,2023-06-30,OMR
2023-06-30,Pakistan-Rupee,286.15,2023-06-30,PKR
2023-06-30,Palau-Dollar,1.0,2023-06-30,USD
2023-06-30,Panama-Dolares,1.0,2023-06-30,USD
2023-06-30,Papua New Guinea-Kina,3.46,2023-06-30,PGK
2023-06-30,Paraguay-Guarani,7276.32,2023-06-30,PYG
2023-06-30,Peru-Sol,3.628,2023-06-30,PEN
2023-06-30,Philippines-Peso,55.284,2023-06-30,PHP
2023-06-30,Poland-Zloty,4.084,2023-06-30,PLN
2023-06-30,Qatar-Riyal,3.643,2023-06-30,QAR
2023-06-30,Republic Of North Macedonia-Denar,55.95,2023-06-30,MKD
2023-06-30,Romania-New Leu,4.566,2023-06-30,RON
2023-06-30,Russia-Ruble,89.006,2023-06-30,RUB
2023-06-30,Russia-Ruble,98.855,2023-08-15,RUB
2023-06-30,Rwanda-Franc,1135.0,2023-06-30,RWF
2023-06-30,Sao Tome & Principe-New Dobras,22.399,2023-06-30,STN
2023-06-30,Saudi Arabia-Riyal,3.75,2023-06-30,SAR
2023-06-30,Senegal-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Serbia-Dinar,107.74,2023-06-30,RSD
2023-06-30,Seychelles-Rupee,13.21,2023-06-30,SCR
2023-06-30,Sierra Leone-Leone,19.0,2023-06-30,SLE
2023-06-30,Sierra Leone-Leone,22.25,2023-07-31,SLE
2023-06-30,Sierra Leone-Old Leone,21.4,2023-06-30,SLL
2023-06-30,Singapore-Dollar,1.356,2023-06-30,SGD
2023-06-30,Solomon Islands-Dollar,8.065,2023-06-30,SBD
2023-06-30,Somali-Shilling,566.0,2023-06-30,SOS
2023-06-30,South Africa-Rand,18.936,2023-06-30,ZAR
2023-06-30,South Sudan-Sudanese Pound,988.0,2023-06-30,SSP
2023-06-30,Sri Lanka-Rupee,307.5,2023-06-30,LKR
2023-06-30,St. Lucia-East Caribbean Dollar,2.7,2023-06-30,XCD
2023-06-30,Sudan-Pound,570.0,2023-06-30,SDG
2023-06-30,Suriname-Dollar,37.493,2023-06-30,SRD
2023-06-30,Sweden-Krona,10.863,2023-06-30,SEK
2023-06-30,Switzerland-Franc,0.901,2023-06-30,CHF
2023-06-30,Syria-Pound,6500.0,2023-06-30,SYP
2023-06-30,Syria-Pound,8585.0,2023-08-15,SYP
2023-06-30,Taiwan-Dollar,31.163,2023-06-30,TWD
2023-06-30,Tajikistan-Somoni,10.9,2023-06-30,TJS
2023-06-30,Tanzania-Shilling,2415.0,2023-06-30,TZS
2023-06-30,Thailand-Baht,35.39,2023-06-30,THB
2023-06-30,Timor-Leste-Dili,1.0,2023-06-30,USD
2023-06-30,Togo-Cfa Franc,628.64,2023-06-30,XOF
2023-06-30,Tonga-Pa'Anga,2.327,2023-06-30,TOP
2023-06-30,Trinidad & Tobago-Dollar,6.766,2023-06-30,TTD
2023-06-30,Tunisia-Dinar,3.097,2023-06-30,TND
2023-06-30,Turkey-New Lira,26.058,2023-06-30,TRY
2023-06-30,Turkmenistan-New Manat,3.491,2023-06-30,TMT
2023-06-30,Uganda-Shilling,3665.0,2023-06-30,UGX
2023-06-30,Ukraine-Hryvnia,36.92,2023-06-30,UAH
2023-06-30,United Arab Emirates-Dirham,3.673,2023-06-30,AED
2023-06-30,United Kingdom-Pound,0.79,2023-06-30,GBP
2023-06-30,Uruguay-Peso,37.62,2023-06-30,UYU
2023-06-30,Uzbekistan-Som,11517.13,2023-06-30,UZS
2023-06-30,Vanuatu-Vatu,118.04,2023-06-30,VUV
2023-06-30,Venezuela-Bolivar Soberano,27.785,2023-06-30,VES
2023-06-30,Venezuela-Bolivar Soberano,28.385,2023-07-14,VES
2023-06-30,Venezuela-Fuerte,248832.0,2023-06-30,VEF
2023-06-30,Vietnam-Dong,23575.0,2023-06-30,VND
2023-06-30,Western Samoa-Tala,2.653,2023-06-30,WST
2023-06-30,Yemen-Rial,528.0,2023-06-30,YER
2023-06-30,Zambia-New Kwacha,17.5,2023-06-30,ZMW
2023-06-30,Zambia-New Kwacha,19.4,2023-08-15,ZMW
2023-06-30,Zimbabwe-Rtgs,6141.84,2023-06-30,ZWL
2023-06-30,Zimbabwe-Rtgs,4800.96,2023-07-14,ZWL
2023-03-31,Afghanistan-Afghani,86.75,2023-03-31,AFN
2023-03-31,Albania-Lek,103.77,2023-03-31,ALL
2023-03-31,Algeria-Dinar,135.132,2023-03-31,DZD
2023-03-31,Angola-Kwanza,503.0,2023-03-31,AOA
2023-03-31,Angola-Kwanza,575.0,2023-05-31,AOA
2023-03-31,Antigua & Barbuda-East Caribbean Dollar,2.7,2023-03-31,XCD
2023-03-31,Argentina-Peso,215.5,2023-03-31,ARS
2023-03-31,Argentina-Peso,238.5,2023-05-15,ARS
2023-03-31,Armenia-Dram,390.0,2023-03-31,AMD
2023-03-31,Australia-Dollar,1.494,2023-03-31,AUD
2023-03-31,Azerbaijan-Manat,1.7,2023-03-31,AZN
2023-03-31,Bahamas-Dollar,1.0,2023-03-31,BSD
2023-03-31,Bahrain-Dinar,0.377,2023-03-31,BHD
2023-03-31,Bangladesh-Taka,105.0,2023-03-31,BDT
2023-03-31,Barbados-Dollar,2.02,2023-03-31,BBD
2023-03-31,Belarus-New Ruble,2.518,2023-03-31,BYN
2023-03-31,Belarus-New Ruble,2.933,2023-05-31,BYN
2023-03-31,Belize-Dollar,2.0,2023-03-31,BZD
2023-03-31,Benin-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Bermuda-Dollar,1.0,2023-03-31,BMD
2023-03-31,Bolivia-Boliviano,6.85,2023-03-31,BOB
2023-03-31,Bosnia-Marka,1.798,2023-03-31,BAM
2023-03-31,Botswana-Pula,13.004,2023-03-31,BWP
2023-03-31,Brazil-Real,5.098,2023-03-31,BRL
2023-03-31,Brunei-Dollar,1.33,2023-03-31,BND
2023-03-31,Bulgaria-Lev New,1.798,2023-03-31,BGN
2023-03-31,Burkina Faso-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Burma-Kyat,2100.0,2023-03-31,MMK
2023-03-31,Burundi-Franc,2061.25,2023-03-31,BIF
2023-03-31,Burundi-Franc,2818.45,2023-05-15,BIF
2023-03-31,Cambodia-Riel,4051.0,2023-03-31,KHR
2023-03-31,Cameroon-Cfa Franc,603.18,2023-03-31,XAF
2023-03-31,Canada-Dollar,1.355,2023-03-31,CAD
2023-03-31,Cape Verde-Escudo,101.39,2023-03-31,CVE
2023-03-31,Cayman Islands-Dollar,0.82,2023-03-31,KYD
2023-03-31,Central African Republic-Cfa Franc,603.18,2023-03-31,XAF
2023-03-31,Chad-Cfa Franc,603.18,2023-03-31,XAF
2023-03-31,Chile-Peso,790.95,2023-03-31,CLP
2023-03-31,China-Renminbi,6.875,2023-03-31,CNY
2023-03-31,Colombia-Peso,4637.0,2023-03-31,COP
2023-03-31,Colombia-Peso,4170.33,2023-06-15,COP
2023-03-31,Comoros-Franc,451.02,2023-03-31,KMF
2023-03-31,Congo-Cfa Franc,593.2,2023-03-31,XAF
2023-03-31,Costa Rica-Colon,539.65,2023-03-31,CRC
2023-03-31,Cote D'Ivoire-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Cuba-Chavito,1.0,2023-03-31,CUC
2023-03-31,Cuba-Peso,24.0,2023-03-31,CUP
2023-03-31,Czech Republic-Koruna,20.998,2023-03-31,CZK
2023-03-31,Democratic Republic Of Congo-Congolese Franc,2070.0,2023-03-31,CDF
2023-03-31,Democratic Republic Of Congo-Congolese Franc,2305.0,2023-05-31,CDF
2023-03-31,Denmark-Krone,6.85,2023-03-31,DKK
2023-03-31,Djibouti-Franc,177.0,2023-03-31,DJF
2023-03-31,Dominican Republic-Peso,54.76,2023-03-31,DOP
2023-03-31,Ecuador-Dolares,1.0,2023-03-31,USD
2023-03-31,Egypt-Pound,30.75,2023-03-31,EGP
2023-03-31,El Salvador-Dollar,1.0,2023-03-31,USD
2023-03-31,Equatorial Guinea-Cfa Franc,603.18,2023-03-31,XAF
2023-03-31,Eritrea-Nakfa,15.0,2023-03-31,ERN
2023-03-31,Eswatini-Lilangeni,17.6,2023-03-31,SZL
