Record Date,Country - Currency Description,Exchange Rate,Effective Date,ISO Currency Code
2024-12-31,Equatorial Guinea-Cfa Franc,630.55,2024-12-31,XAF
2024-12-31,Eritrea-Nakfa,15.0,2024-12-31,ERN
2024-12-31,Eritrea-Nakfa Salary Payment,15.0,2024-12-31,ERN
2024-12-31,Estonia-Euro,0.961,2024-12-31,EUR
2024-12-31,Eswatini-Lilangeni,18.85,2024-12-31,SZL
2024-12-31,Ethiopia-Birr,125.383,2024-12-31,ETB
2024-12-31,Euro Zone-Euro,0.961,2024-12-31,EUR
2024-12-31,Fiji-Dollar,2.289,2024-12-31,FJD
2024-12-31,Finland-Euro,0.961,2024-12-31,EUR
2024-12-31,France-Euro,0.961,2024-12-31,EUR
2024-12-31,Gabon-Cfa Franc,630.55,2024-12-31,XAF
2024-12-31,Gambia-Dalasi,70.0,2024-12-31,GMD
2024-12-31,Georgia-Lari,2.78,2024-12-31,GEL
2024-12-31,Germany-Euro,0.961,2024-12-31,EUR
2024-12-31,Ghana-Cedi,14.65,2024-12-31,GHS
2024-12-31,Greece-Euro,0.961,2024-12-31,EUR
2024-12-31,Grenada-East Caribbean Dollar,2.7,2024-12-31,XCD
2024-12-31,Guatemala-Quetzal,7.7,2024-12-31,GTQ
2024-12-31,Guinea Bissau-Cfa Franc,626.0,2024-12-31,XOF
2024-12-31,Guinea-Franc,8602.0,2024-12-31,GNF
2024-12-31,Guyana-Dollar,215.0,2024-12-31,GYD
2024-12-31,Haiti-Gourde,130.193,2024-12-31,HTG
2024-12-31,Honduras-Lempira,25.315,2024-12-31,HNL
2024-12-31,Hong Kong-Dollar,7.766,2024-12-31,HKD
2024-12-31,Hungary-Forint,395.32,2024-12-31,HUF
2024-12-31,Iceland-Krona,138.19,2024-12-31,ISK
2024-12-31,India-Rupee,85.577,2024-12-31,INR
2024-12-31,Indonesia-Rupiah,16067.13,2024-12-31,IDR
2024-12-31,Iran-Rial,42000.0,2024-12-31,IRR
2024-12-31,Iraq-Dinar,1309.0,2024-12-31,IQD
2024-12-31,Ireland-Euro,0.961,2024-12-31,EUR
2024-12-31,Israel-Shekel,3.647,2024-12-31,ILS
2024-12-31,Italy-Euro,0.961,2024-12-31,EUR
2024-12-31,Jamaica-Dollar,159.0,2024-12-31,JMD
2024-12-31,Japan-Yen,156.85,2024-12-31,JPY
2024-12-31,Jordan-Dinar,0.708,2024-12-31,JOD
2024-12-31,Kazakhstan-Tenge,524.6,2024-12-31,KZT
2024-12-31,Kenya-Shilling,128.85,2024-12-31,KES
2024-12-31,Korea-Won,1473.27,2024-12-31,KRW
2024-12-31,Kosovo-Euro,0.961,2024-12-31,EUR
2024-12-31,Kuwait-Dinar,0.308,2024-12-31,KWD
2024-12-31,Kyrgyzstan-Som,86.999,2024-12-31,KGS
2024-12-31,Laos-Kip,21744.0,2024-12-31,LAK
2024-12-31,Latvia-Euro,0.961,2024-12-31,EUR
2024-12-31,Lebanon-Pound,89500.0,2024-12-31,LBP
2024-12-31,Lesotho-Maloti,18.85,2024-12-31,LSL
2024-12-31,Liberia-Dollar,183.0,2024-12-31,LRD
2024-12-31,Libya-Dinar,4.904,2024-12-31,LYD
2024-12-31,Lithuania-Euro,0.961,2024-12-31,EUR
2024-12-31,Luxembourg-Euro,0.961,2024-12-31,EUR
2024-12-31,Madagascar-Ariary,4620.0,2024-12-31,MGA
2024-12-31,Malawi-Kwacha,1751.0,2024-12-31,MWK
2024-12-31,Malaysia-Ringgit,4.468,2024-12-31,MYR
2024-12-31,Maldives-Rufiyaa,15.42,2024-12-31,MVR
2024-12-31,Mali-Cfa Franc,626.0,2024-12-31,XOF
2024-12-31,Malta-Euro,0.961,2024-12-31,EUR
2024-12-31,Marshall Islands-U.S. Dollar,1.0,2024-12-31,USD
2024-12-31,Mauritania-Ouguiya,39.714,2024-12-31,MRU
2024-12-31,Mauritius-Rupee,46.93,2024-12-31,MUR
2024-12-31,Mexico-Peso,20.704,2024-12-31,MXN
2024-12-31,Micronesia-U.S. Dollar,1.0,2024-12-31,USD
2024-12-31,Moldova-Leu,18.3,2024-12-31,MDL
2024-12-31,Mongolia-Tugrik,3420.0,2024-12-31,MNT
2024-12-31,Montenegro-Euro,0.961,2024-12-31,EUR
2024-12-31,Morocco-Dirham,10.103,2024-12-31,MAD
2024-12-31,Mozambique-Metical,63.27,2024-12-31,MZN
2024-12-31,Myanmar-Kyat,3596.0,2024-12-31,MMK
2024-12-31,Namibia-Dollar,18.85,2024-12-31,NAD
2024-12-31,Nepal-Rupee,136.98,2024-12-31,NPR
2024-12-31,Netherlands Antilles-Guilder,1.78,2024-12-31,ANG
2024-12-31,Netherlands-Euro,0.961,2024-12-31,EUR
2024-12-31,New Zealand-Dollar,1.781,2024-12-31,NZD
2024-12-31,Nicaragua-Cordoba,36.6,2024-12-31,NIO
2024-12-31,Niger-Cfa Franc,626.0,2024-12-31,XOF
2024-12-31,Nigeria-Naira,1540.0,2024-12-31,NGN
2024-12-31,Norway-Krone,11.322,2024-12-31,NOK
2024-12-31,Oman-Rial,0.385,2024-12-31,OMR
2024-12-31,Pakistan-Rupee,278.4,2024-12-31,PKR
2024-12-31,Palau-Dollar,1.0,2024-12-31,USD
2024-12-31,Panama-Balboa,283.37,2024-12-31,PAB
2024-12-31,Panama-Dolares,1.0,2024-12-31,USD
2024-12-31,Papua New Guinea-Kina,3.992,2024-12-31,PGK
2024-12-31,Paraguay-Guarani,7793.72,2024-12-31,PYG
2024-12-31,Peru-Sol,3.757,2024-12-31,PEN
2024-12-31,Philippines-Peso,58.025,2024-12-31,PHP
2024-12-31,Poland-Zloty,4.108,2024-12-31,PLN
2024-12-31,Portugal-Euro,0.961,2024-12-31,EUR
2024-12-31,Qatar-Riyal,3.645,2024-12-31,QAR
2024-12-31,Republic Of North Macedonia-Denar,58.86,2024-12-31,MKD
2024-12-31,Romania-New Leu,4.779,2024-12-31,RON
2024-12-31,Russia-Ruble,108.0,2024-12-31,RUB
2024-12-31,Russia-Ruble,91.746,2025-02-14,RUB
2024-12-31,Rwanda-Franc,1340.0,2024-12-31,RWF
2024-12-31,Sao Tome & Principe-New Dobras,23.479,2024-12-31,STN
2024-12-31,Saudi Arabia-Riyal,3.75,2024-12-31,SAR
2024-12-31,Senegal-Cfa Franc,626.0,2024-12-31,XOF
2024-12-31,Serbia-Dinar,112.32,2024-12-31,RSD
2024-12-31,Seychelles-Rupee,14.355,2024-12-31,SCR
2024-12-31,Sierra Leone-Leone,22.59,2024-12-31,SLE
2024-12-31,Sierra Leone-Old Leone,21.4,2024-12-31,SLL
2024-12-31,Singapore-Dollar,1.363,2024-12-31,SGD
2024-12-31,Slovakia-Euro,0.961,2024-12-31,EUR
2024-12-31,Slovenia-Euro,0.961,2024-12-31,EUR
2024-12-31,Solomon Islands-Dollar,8.065,2024-12-31,SBD
2024-12-31,Somali-Shilling,568.0,2024-12-31,SOS
2024-12-31,South Africa-Rand,18.85,2024-12-31,ZAR
2024-12-31,South Sudan-Sudanese Pound,3900.0,2024-12-31,SSP
2024-12-31,South Sudan-Sudanese Pound,4300.0,2025-01-31,SSP
2024-12-31,Spain-Euro,0.961,2024-12-31,EUR
2024-12-31,Sri Lanka-Rupee,293.0,2024-12-31,LKR
2024-12-31,St. Lucia-East Caribbean Dollar,2.7,2024-12-31,XCD
2024-12-31,Sudan-Pound,1987.0,2024-12-31,SDG
2024-12-31,Suriname-Dollar,35.192,2024-12-31,SRD
2024-12-31,Sweden-Krona,11.006,2024-12-31,SEK
2024-12-31,Switzerland-Franc,0.905,2024-12-31,CHF
2024-12-31,Syria-Pound,12625.0,2024-12-31,SYP
2024-12-31,Taiwan-Dollar,32.709,2024-12-31,TWD
2024-12-31,Tajikistan-Somoni,10.85,2024-12-31,TJS
2024-12-31,Tanzania-Shilling,2400.0,2024-12-31,TZS
2024-12-31,Thailand-Baht,34.33,2024-12-31,THB
2024-12-31,Timor-Leste-Dili,1.0,2024-12-31,USD
2024-12-31,Togo-Cfa Franc,626.0,2024-12-31,XOF
2024-12-31,Tonga-Pa'Anga,2.356,2024-12-31,TOP
2024-12-31,Trinidad & Tobago-Dollar,6.766,2024-12-31,TTD
2024-12-31,Tunisia-Dinar,3.18,2024-12-31,TND
2024-12-31,Turkey-New Lira,35.365,2024-12-31,TRY
2024-12-31,Turkmenistan-New Manat,3.491,2024-12-31,TMT
2024-12-31,Uganda-Shilling,3674.0,2024-12-31,UGX
2024-12-31,Ukraine-Hryvnia,42.042,2024-12-31,UAH
2024-12-31,United Arab Emirates-Dirham,3.673,2024-12-31,AED
2024-12-31,United Kingdom-Pound,0.797,2024-12-31,GBP
2024-12-31,Uruguay-Peso,43.66,2024-12-31,UYU
2024-12-31,Uzbekistan-Som,12899.9,2024-12-31,UZS
2024-12-31,Vanuatu-Vatu,116.0,2024-12-31,VUV
2024-12-31,Venezuela-Bolivar Soberano,51.897,2024-12-31,VES
2024-12-31,Venezuela-Bolivar Soberano,57.822,2025-01-31,VES
2024-12-31,Venezuela-Fuerte,248832.0,2024-12-31,VEF
2024-12-31,Vietnam-Dong,25480.0,2024-12-31,VND
2024-12-31,Western Samoa-Tala,2.74,2024-12-31,WST
2024-12-31,Yemen-Rial,528.0,2024-12-31,YER
2024-12-31,Zambia-New Kwacha,27.775,2024-12-31,ZMW
2024-12-31,Zimbabwe-Gold,25.025,2024-12-31,ZiG
2024-12-31,Zimbabwe-Rtgs,13.635,2024-12-31,ZWL
2024-09-30,Afghanistan-Afghani,68.46,2024-09-30,AFN
2024-09-30,Albania-Lek,87.85,2024-09-30,ALL
2024-09-30,Algeria-Dinar,131.49,2024-09-30,DZD
2024-09-30,Angola-Kwanza,949.825,2024-09-30,AOA
2024-09-30,Antigua & Barbuda-East Caribbean Dollar,2.7,2024-09-30,XCD
2024-09-30,Argentina-Peso,989.5,2024-09-30,ARS
2024-09-30,Armenia-Dram,390.0,2024-09-30,AMD
2024-09-30,Australia-Dollar,1.445,2024-09-30,AUD
2024-09-30,Azerbaijan-Manat,1.7,2024-09-30,AZN
2024-09-30,Bahamas-Dollar,1.0,2024-09-30,BSD
2024-09-30,Bahrain-Dinar,0.377,2024-09-30,BHD
2024-09-30,Bangladesh-Taka,119.0,2024-09-30,BDT
2024-09-30,Barbados-Dollar,2.02,2024-09-30,BBD
2024-09-30,Belarus-New Ruble,3.21,2024-09-30,BYN
2024-09-30,Belarus-New Ruble,3.533,2024-11-29,BYN
2024-09-30,Belize-Dollar,2.0,2024-09-30,BZD
2024-09-30,Benin-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Bermuda-Dollar,1.0,2024-09-30,BMD
2024-09-30,Bolivia-Boliviano,6.86,2024-09-30,BOB
2024-09-30,Bosnia-Marka,1.746,2024-09-30,BAM
2024-09-30,Botswana-Pula,12.97,2024-09-30,BWP
2024-09-30,Brazil-Real,5.434,2024-09-30,BRL
2024-09-30,Brazil-Real,6.041,2024-11-29,BRL
2024-09-30,Brunei-Dollar,1.281,2024-09-30,BND
2024-09-30,Bulgaria-Lev New,1.746,2024-09-30,BGN
2024-09-30,Burkina Faso-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Burundi-Franc,2900.0,2024-09-30,BIF
2024-09-30,Cambodia-Riel,4051.0,2024-09-30,KHR
2024-09-30,Cameroon-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Canada-Dollar,1.352,2024-09-30,CAD
2024-09-30,Cape Verde-Escudo,98.44,2024-09-30,CVE
2024-09-30,Cayman Islands-Dollar,0.82,2024-09-30,KYD
2024-09-30,Central African Republic-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Chad-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Chile-Peso,898.5,2024-09-30,CLP
2024-09-30,Chile-Peso,989.22,2024-12-16,CLP
2024-09-30,China-Renminbi,7.012,2024-09-30,CNY
2024-09-30,Colombia-Peso,4177.83,2024-09-30,COP
2024-09-30,Comoros-Franc,439.65,2024-09-30,KMF
2024-09-30,Congo-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Costa Rica-Colon,516.65,2024-09-30,CRC
2024-09-30,Cote D'Ivoire-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Cuba-Chavito,1.0,2024-09-30,CUC
2024-09-30,Cuba-Peso,24.0,2024-09-30,CUP
2024-09-30,Czech Republic-Koruna,21.912,2024-09-30,CZK
2024-09-30,Democratic Republic Of Congo-Congolese Franc,2836.0,2024-09-30,CDF
2024-09-30,Denmark-Krone,6.658,2024-09-30,DKK
2024-09-30,Djibouti-Franc,177.0,2024-09-30,DJF
2024-09-30,Dominican Republic-Peso,60.02,2024-09-30,DOP
2024-09-30,Ecuador-Dolares,1.0,2024-09-30,USD
2024-09-30,Egypt-Pound,48.23,2024-09-30,EGP
2024-09-30,El Salvador-Dollar,1.0,2024-09-30,USD
2024-09-30,Equatorial Guinea-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Eritrea-Nakfa,15.0,2024-09-30,ERN
2024-09-30,Eswatini-Lilangeni,17.16,2024-09-30,SZL
2024-09-30,Ethiopia-Birr,120.0,2024-09-30,ETB
2024-09-30,Euro Zone-Euro,0.893,2024-09-30,EUR
2024-09-30,Fiji-Dollar,2.149,2024-09-30,FJD
2024-09-30,Gabon-Cfa Franc,585.68,2024-09-30,XAF
2024-09-30,Gambia-Dalasi,68.0,2024-09-30,GMD
2024-09-30,Georgia-Lari,2.705,2024-09-30,GEL
2024-09-30,Ghana-Cedi,15.75,2024-09-30,GHS
2024-09-30,Grenada-East Caribbean Dollar,2.7,2024-09-30,XCD
2024-09-30,Guatemala-Quetzal,7.727,2024-09-30,GTQ
2024-09-30,Guinea Bissau-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Guinea-Franc,8586.0,2024-09-30,GNF
2024-09-30,Guyana-Dollar,215.0,2024-09-30,GYD
2024-09-30,Haiti-Gourde,131.434,2024-09-30,HTG
2024-09-30,Honduras-Lempira,24.808,2024-09-30,HNL
2024-09-30,Hong Kong-Dollar,7.767,2024-09-30,HKD
2024-09-30,Hungary-Forint,354.55,2024-09-30,HUF
2024-09-30,Hungary-Forint,390.34,2024-11-29,HUF
2024-09-30,Iceland-Krona,134.42,2024-09-30,ISK
2024-09-30,India-Rupee,83.767,2024-09-30,INR
2024-09-30,Indonesia-Rupiah,15125.0,2024-09-30,IDR
2024-09-30,Iran-Rial,42000.0,2024-09-30,IRR
2024-09-30,Iraq-Dinar,1309.0,2024-09-30,IQD
2024-09-30,Israel-Shekel,3.707,2024-09-30,ILS
2024-09-30,Jamaica-Dollar,157.0,2024-09-30,JMD
2024-09-30,Japan-Yen,142.47,2024-09-30,JPY
2024-09-30,Jordan-Dinar,0.708,2024-09-30,JOD
2024-09-30,Kazakhstan-Tenge,480.6,2024-09-30,KZT
2024-09-30,Kenya-Shilling,128.5,2024-09-30,KES
2024-09-30,Korea-Won,1310.7,2024-09-30,KRW
2024-09-30,Kuwait-Dinar,0.305,2024-09-30,KWD
2024-09-30,Kyrgyzstan-Som,84.2,2024-09-30,KGS
2024-09-30,Laos-Kip,22031.0,2024-09-30,LAK
2024-09-30,Lebanon-Pound,89500.0,2024-09-30,LBP
2024-09-30,Lesotho-Maloti,17.16,2024-09-30,LSL
2024-09-30,Liberia-Dollar,193.0,2024-09-30,LRD
2024-09-30,Libya-Dinar,4.732,2024-09-30,LYD
2024-09-30,Madagascar-Ariary,4530.0,2024-09-30,MGA
2024-09-30,Malawi-Kwacha,1751.0,2024-09-30,MWK
2024-09-30,Malaysia-Ringgit,4.121,2024-09-30,MYR
2024-09-30,Maldives-Rufiyaa,15.42,2024-09-30,MVR
2024-09-30,Mali-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Marshall Islands-U.S. Dollar,1.0,2024-09-30,USD
2024-09-30,Mauritania-Ouguiya,39.49,2024-09-30,MRU
2024-09-30,Mauritius-Rupee,45.75,2024-09-30,MUR
2024-09-30,Mexico-Peso,19.655,2024-09-30,MXN
2024-09-30,Micronesia-U.S. Dollar,1.0,2024-09-30,USD
2024-09-30,Moldova-Leu,17.3,2024-09-30,MDL
2024-09-30,Mongolia-Tugrik,3381.0,2024-09-30,MNT
2024-09-30,Morocco-Dirham,9.697,2024-09-30,MAD
2024-09-30,Mozambique-Metical,63.25,2024-09-30,MZN
2024-09-30,Myanmar-Kyat,3511.0,2024-09-30,MMK
2024-09-30,Namibia-Dollar,17.16,2024-09-30,NAD
2024-09-30,Nepal-Rupee,134.07,2024-09-30,NPR
2024-09-30,Netherlands Antilles-Guilder,1.78,2024-09-30,ANG
2024-09-30,New Zealand-Dollar,1.574,2024-09-30,NZD
2024-09-30,New Zealand-Dollar,1.733,2024-12-16,NZD
2024-09-30,Nicaragua-Cordoba,36.6,2024-09-30,NIO
2024-09-30,Niger-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Nigeria-Naira,1630.0,2024-09-30,NGN
2024-09-30,Norway-Krone,10.522,2024-09-30,NOK
2024-09-30,Oman-Rial,0.384,2024-09-30,OMR
2024-09-30,Pakistan-Rupee,277.7,2024-09-30,PKR
2024-09-30,Palau-Dollar,1.0,2024-09-30,USD
2024-09-30,Panama-Dolares,1.0,2024-09-30,USD
2024-09-30,Papua New Guinea-Kina,3.919,2024-09-30,PGK
2024-09-30,Paraguay-Guarani,7802.78,2024-09-30,PYG
2024-09-30,Peru-Sol,3.698,2024-09-30,PEN
2024-09-30,Philippines-Peso,56.015,2024-09-30,PHP
2024-09-30,Poland-Zloty,3.821,2024-09-30,PLN
2024-09-30,Qatar-Riyal,3.644,2024-09-30,QAR
2024-09-30,Republic Of North Macedonia-Denar,54.75,2024-09-30,MKD
2024-09-30,Romania-New Leu,4.441,2024-09-30,RON
2024-09-30,Russia-Ruble,92.9,2024-09-30,RUB
2024-09-30,Russia-Ruble,104.496,2024-11-29,RUB
2024-09-30,Rwanda-Franc,1340.0,2024-09-30,RWF
2024-09-30,Sao Tome & Principe-New Dobras,21.887,2024-09-30,STN
2024-09-30,Saudi Arabia-Riyal,3.75,2024-09-30,SAR
2024-09-30,Senegal-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Serbia-Dinar,104.45,2024-09-30,RSD
2024-09-30,Seychelles-Rupee,13.62,2024-09-30,SCR
2024-09-30,Sierra Leone-Leone,23.5,2024-09-30,SLE
2024-09-30,Sierra Leone-Old Leone,21.4,2024-09-30,SLL
2024-09-30,Singapore-Dollar,1.281,2024-09-30,SGD
2024-09-30,Solomon Islands-Dollar,8.065,2024-09-30,SBD
2024-09-30,Somali-Shilling,568.0,2024-09-30,SOS
2024-09-30,South Africa-Rand,17.16,2024-09-30,ZAR
2024-09-30,South Sudan-Sudanese Pound,3100.0,2024-09-30,SSP
2024-09-30,South Sudan-Sudanese Pound,3600.0,2024-11-29,SSP
2024-09-30,Sri Lanka-Rupee,296.0,2024-09-30,LKR
2024-09-30,St. Lucia-East Caribbean Dollar,2.7,2024-09-30,XCD
2024-09-30,Sudan-Pound,1980.0,2024-09-30,SDG
2024-09-30,Suriname-Dollar,30.515,2024-09-30,SRD
2024-09-30,Suriname-Dollar,34.03,2024-10-31,SRD
2024-09-30,Sweden-Krona,10.093,2024-09-30,SEK
2024-09-30,Switzerland-Franc,0.843,2024-09-30,CHF
2024-09-30,Syria-Pound,12625.0,2024-09-30,SYP
2024-09-30,Taiwan-Dollar,31.666,2024-09-30,TWD
2024-09-30,Tajikistan-Somoni,10.57,2024-09-30,TJS
2024-09-30,Tanzania-Shilling,2725.0,2024-09-30,TZS
2024-09-30,Tanzania-Shilling,23550.0,2024-12-16,TZS
2024-09-30,Thailand-Baht,32.21,2024-09-30,THB
2024-09-30,Timor-Leste-Dili,1.0,2024-09-30,USD
2024-09-30,Togo-Cfa Franc,585.75,2024-09-30,XOF
2024-09-30,Tonga-Pa'Anga,2.237,2024-09-30,TOP
2024-09-30,Trinidad & Tobago-Dollar,6.769,2024-09-30,TTD
2024-09-30,Tunisia-Dinar,3.015,2024-09-30,TND
2024-09-30,Turkey-New Lira,34.178,2024-09-30,TRY
2024-09-30,Turkmenistan-New Manat,3.491,2024-09-30,TMT
2024-09-30,Uganda-Shilling,3685.0,2024-09-30,UGX
2024-09-30,Ukraine-Hryvnia,41.19,2024-09-30,UAH
2024-09-30,United Arab Emirates-Dirham,3.673,2024-09-30,AED
2024-09-30,United Kingdom-Pound,0.745,2024-09-30,GBP
2024-09-30,Uruguay-Peso,41.69,2024-09-30,UYU
2024-09-30,Uzbekistan-Som,12651.84,2024-09-30,UZS
2024-09-30,Vanuatu-Vatu,116.0,2024-09-30,VUV
2024-09-30,Venezuela-Bolivar Soberano,36.816,2024-09-30,VES
2024-09-30,Venezuela-Bolivar Soberano,42.456,2024-10-31,VES
2024-09-30,Venezuela-Fuerte,248832.0,2024-09-30,VEF
2024-09-30,Vietnam-Dong,24555.0,2024-09-30,VND
2024-09-30,Western Samoa-Tala,2.653,2024-09-30,WST
2024-09-30,Yemen-Rial,528.0,2024-09-30,YER
2024-09-30,Zambia-New Kwacha,26.45,2024-09-30,ZMW
2024-09-30,Zimbabwe-Gold,23.639,2024-09-30,ZiG
2024-09-30,Zimbabwe-Gold,27.246,2024-10-31,ZiG
2024-06-30,Afghanistan-Afghani,70.96,2024-06-30,AFN
2024-06-30,Albania-Lek,93.45,2024-06-30,ALL
2024-06-30,Algeria-Dinar,134.264,2024-06-30,DZD
2024-06-30,Angola-Kwanza,853.629,2024-06-30,AOA
2024-06-30,Antigua & Barbuda-East Caribbean Dollar,2.7,2024-06-30,XCD
2024-06-30,Argentina-Peso,929.5,2024-06-30,ARS
2024-06-30,Armenia-Dram,390.0,2024-06-30,AMD
2024-06-30,Australia-Dollar,1.503,2024-06-30,AUD
2024-06-30,Azerbaijan-Manat,1.7,2024-06-30,AZN
2024-06-30,Bahamas-Dollar,1.0,2024-06-30,BSD
2024-06-30,Bahrain-Dinar,0.377,2024-06-30,BHD
2024-06-30,Bangladesh-Taka,117.0,2024-06-30,BDT
2024-06-30,Barbados-Dollar,2.02,2024-06-30,BBD
2024-06-30,Belarus-New Ruble,3.162,2024-06-30,BYN
2024-06-30,Belize-Dollar,2.0,2024-06-30,BZD
2024-06-30,Benin-Cfa Franc,609.0,2024-06-30,XOF
2024-06-30,Bermuda-Dollar,1.0,2024-06-30,BMD
2024-06-30,Bolivia-Boliviano,6.86,2024-06-30,BOB
2024-06-30,Bosnia-Marka,1.828,2024-06-30,BAM
2024-06-30,Botswana-Pula,13.569,2024-06-30,BWP
2024-06-30,Brazil-Real,5.5,2024-06-30,BRL
2024-06-30,Brunei-Dollar,1.356,2024-06-30,BND
2024-06-30,Bulgaria-Lev New,1.828,2024-06-30,BGN
2024-06-30,Burkina Faso-Cfa Franc,609.0,2024-06-30,XOF
2024-06-30,Burundi-Franc,2890.0,2024-06-30,BIF
2024-06-30,Cambodia-Riel,4051.0,2024-06-30,KHR
2024-06-30,Cameroon-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Canada-Dollar,1.37,2024-06-30,CAD
2024-06-30,Cape Verde-Escudo,103.07,2024-06-30,CVE
2024-06-30,Cayman Islands-Dollar,0.82,2024-06-30,KYD
2024-06-30,Central African Republic-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Chad-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Chile-Peso,954.5,2024-06-30,CLP
2024-06-30,China-Renminbi,7.262,2024-06-30,CNY
2024-06-30,Colombia-Peso,4162.3,2024-06-30,COP
2024-06-30,Comoros-Franc,459.09,2024-06-30,KMF
2024-06-30,Congo-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Costa Rica-Colon,521.0,2024-06-30,CRC
2024-06-30,Cote D'Ivoire-Cfa Franc,609.0,2024-06-30,XOF
2024-06-30,Cuba-Chavito,1.0,2024-06-30,CUC
2024-06-30,Cuba-Peso,24.0,2024-06-30,CUP
2024-06-30,Czech Republic-Koruna,22.817,2024-06-30,CZK
2024-06-30,Democratic Republic Of Congo-Congolese Franc,2834.0,2024-06-30,CDF
2024-06-30,Denmark-Krone,6.971,2024-06-30,DKK
2024-06-30,Djibouti-Franc,177.0,2024-06-30,DJF
2024-06-30,Dominican Republic-Peso,59.03,2024-06-30,DOP
2024-06-30,Ecuador-Dolares,1.0,2024-06-30,USD
2024-06-30,Egypt-Pound,47.98,2024-06-30,EGP
2024-06-30,El Salvador-Dollar,1.0,2024-06-30,USD
2024-06-30,Equatorial Guinea-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Eritrea-Nakfa,15.0,2024-06-30,ERN
2024-06-30,Eswatini-Lilangeni,18.194,2024-06-30,SZL
2024-06-30,Ethiopia-Birr,57.327,2024-06-30,ETB
2024-06-30,Ethiopia-Birr,82.246,2024-07-31,ETB
2024-06-30,Euro Zone-Euro,0.935,2024-06-30,EUR
2024-06-30,Fiji-Dollar,2.207,2024-06-30,FJD
2024-06-30,France-Euro,0.935,2024-06-30,EUR
2024-06-30,Gabon-Cfa Franc,612.7,2024-06-30,XAF
2024-06-30,Gambia-Dalasi,67.0,2024-06-30,GMD
2024-06-30,Georgia-Lari,2.77,2024-06-30,GEL
2024-06-30,Ghana-Cedi,15.2,2024-06-30,GHS
2024-06-30,Grenada-East Caribbean Dollar,2.7,2024-06-30,XCD
2024-06-30,Guatemala-Quetzal,7.76,2024-06-30,GTQ
2024-06-30,Guinea Bissau-Cfa Franc,609.0,2024-06-30,XOF
2024-06-30,Guinea-Franc,8530.0,2024-06-30,GNF
2024-06-30,Guyana-Dollar,215.0,2024-06-30,GYD
2024-06-30,Haiti-Gourde,132.2,2024-06-30,HTG
2024-06-30,Honduras-Lempira,24.705,2024-06-30,HNL
2024-06-30,Hong Kong-Dollar,7.809,2024-06-30,HKD
2024-06-30,Hungary-Forint,369.4,2024-06-30,HUF
2024-06-30,Iceland-Krona,139.03,2024-06-30,ISK
2024-06-30,India-Rupee,83.356,2024-06-30,INR
2024-06-30,Indonesia-Rupiah,16333.3,2024-06-30,IDR
2024-06-30,Iran-Rial,42000.0,2024-06-30,IRR
2024-06-30,Iraq-Dinar,1309.0,2024-06-30,IQD
2024-06-30,Israel-Shekel,3.752,2024-06-30,ILS
2024-06-30,Jamaica-Dollar,157.0,2024-06-30,JMD
2024-06-30,Japan-Yen,160.63,2024-06-30,JPY
2024-06-30,Japan-Yen,140.04,2024-09-16,JPY
2024-06-30,Jordan-Dinar,0.708,2024-06-30,JOD
2024-06-30,Kazakhstan-Tenge,473.2,2024-06-30,KZT
2024-06-30,Kenya-Shilling,128.75,2024-06-30,KES
2024-06-30,Korea-Won,1377.55,2024-06-30,KRW
2024-06-30,Kuwait-Dinar,0.307,2024-06-30,KWD
2024-06-30,Kyrgyzstan-Som,86.45,2024-06-30,KGS
2024-06-30,Laos-Kip,21996.0,2024-06-30,LAK
2024-06-30,Lebanon-Pound,15000.0,2024-06-30,LBP
2024-06-30,Lebanon-Pound,89500.0,2024-07-31,LBP
2024-06-30,Lesotho-Maloti,18.194,2024-06-30,LSL
2024-06-30,Liberia-Dollar,193.5,2024-06-30,LRD
2024-06-30,Libya-Dinar,4.864,2024-06-30,LYD
2024-06-30,Lithuania-Euro,0.935,2024-06-30,EUR
2024-06-30,Madagascar-Ariary,4440.0,2024-06-30,MGA
2024-06-30,Malawi-Kwacha,1751.0,2024-06-30,MWK
2024-06-30,Malaysia-Ringgit,4.715,2024-06-30,MYR
2024-06-30,Maldives-Rufiyaa,15.42,2024-06-30,MVR
2024-06-30,Mali-Cfa Franc,609.0,2024-06-30,XOF
2024-06-30,Marshall Islands-U.S. Dollar,1.0,2024-06-30,USD
2024-06-30,Mauritania-Ouguiya,39.44,2024-06-30,MRU
